Gate_ID,Material,Location,Height (ft),Width (ft),Opening_Mechanism,Security_Features,Use_Case,Budget,Climate_Suitability,Parking_Space,Cable_Layout,Storage_Space
5038,Wood,Indoor,7.4,10.7,Automatic,Advanced Lock,Commercial,High,Hot,Yes,Overhead,Medium
5039,Glass,Indoor,9.3,14.8,Folding,Simple Latch,Industrial,High,Humid,No,Overhead,Small
5040,Glass,Outdoor,7.1,17.2,Automatic,Reinforced,Commercial,Low,Cold,No,None,Medium
5041,Wood,Indoor,7.7,19.3,Folding,Standard Lock,Industrial,Low,Humid,No,None,None
5042,Wood,Outdoor,5.1,13.3,Swinging,Simple Latch,Commercial,High,All,Yes,Overhead,Large
5043,Wood,Indoor,5.8,12.0,Swinging,Advanced Lock,Residential,Medium,Hot,No,None,Small
5044,Composite,Outdoor,8.2,3.3,Folding,Simple Latch,Commercial,High,All,Yes,None,Medium
5045,Wood,Indoor,8.6,4.2,Folding,Simple Latch,Residential,Medium,All,No,Underground,Medium
5046,Metal,Outdoor,7.9,5.7,Swinging,Advanced Lock,Residential,High,Hot,No,None,Small
5047,Composite,Outdoor,5.7,3.9,Swinging,Advanced Lock,Residential,Medium,Humid,Yes,Underground,Large
5048,Composite,Outdoor,7.2,9.8,Folding,Standard Lock,Industrial,High,All,Yes,Overhead,None
5049,Wood,Outdoor,6.8,8.7,Sliding,Simple Latch,Residential,Low,Hot,Yes,Overhead,Small
5050,Metal,Indoor,7.5,13.8,Swinging,Advanced Lock,Residential,Low,Cold,No,Underground,Small
5051,Composite,Indoor,9.4,12.1,Swinging,Reinforced,Residential,Low,Cold,No,Underground,Medium
5052,Glass,Outdoor,8.9,13.1,Folding,Reinforced,Industrial,Low,Hot,No,Underground,None
5053,Composite,Indoor,5.4,11.0,Folding,Reinforced,Commercial,High,Cold,No,Underground,Large
5054,Wood,Outdoor,9.5,7.7,Folding,Reinforced,Industrial,Low,All,Yes,Underground,Large
5055,Metal,Outdoor,7.4,19.2,Sliding,Simple Latch,Industrial,Medium,Hot,Yes,Underground,None
5056,Wood,Indoor,8.7,4.5,Folding,Simple Latch,Commercial,Medium,Hot,No,Underground,Small
5057,Glass,Indoor,5.7,19.0,Sliding,Standard Lock,Commercial,Low,All,Yes,Overhead,None
5058,Glass,Outdoor,8.4,8.3,Folding,Simple Latch,Residential,Low,All,Yes,Underground,Small
5059,Glass,Indoor,6.2,11.7,Folding,Advanced Lock,Residential,Low,Hot,No,Underground,Medium
5060,Wood,Outdoor,7.2,4.9,Sliding,Standard Lock,Commercial,High,Cold,Yes,Overhead,None
5061,Composite,Indoor,5.1,4.2,Automatic,Simple Latch,Commercial,Medium,Humid,Yes,Overhead,None
5062,Wood,Indoor,5.8,10.3,Swinging,Simple Latch,Industrial,Medium,Cold,Yes,Underground,Medium
5063,Metal,Indoor,5.5,15.6,Folding,Advanced Lock,Industrial,Medium,Cold,No,Underground,Small
5064,Composite,Indoor,6.2,7.6,Automatic,Advanced Lock,Industrial,High,Humid,Yes,None,Small
5065,Glass,Indoor,5.5,12.6,Sliding,Advanced Lock,Commercial,High,All,No,Underground,None
5066,Wood,Outdoor,8.5,7.7,Folding,Reinforced,Residential,Medium,Cold,No,None,None
5067,Glass,Indoor,5.1,9.6,Sliding,Simple Latch,Industrial,Medium,Hot,No,None,Large
5068,Glass,Indoor,8.1,18.4,Sliding,Simple Latch,Industrial,Medium,Cold,Yes,Overhead,Small
5069,Metal,Outdoor,5.7,17.5,Sliding,Simple Latch,Commercial,Low,All,Yes,None,Medium
5070,Composite,Outdoor,9.7,11.8,Automatic,Standard Lock,Industrial,High,Hot,Yes,Underground,Small
5071,Metal,Outdoor,9.7,7.0,Sliding,Standard Lock,Commercial,Medium,All,Yes,None,Large
5072,Metal,Indoor,6.1,6.3,Swinging,Standard Lock,Residential,Low,Hot,Yes,Overhead,Large
5073,Metal,Indoor,8.1,19.2,Folding,Standard Lock,Industrial,Medium,All,Yes,None,None
5074,Glass,Outdoor,5.1,6.4,Folding,Standard Lock,Industrial,Medium,Cold,Yes,None,Large
5075,Metal,Outdoor,9.7,16.7,Swinging,Advanced Lock,Industrial,High,All,Yes,None,Large
5076,Metal,Outdoor,7.6,9.3,Folding,Standard Lock,Commercial,Medium,Humid,Yes,None,Large
5077,Composite,Outdoor,5.2,19.8,Swinging,Simple Latch,Commercial,High,Cold,Yes,None,Medium
5078,Composite,Indoor,6.7,9.3,Automatic,Reinforced,Residential,High,All,Yes,None,None
5079,Metal,Indoor,5.4,9.0,Sliding,Simple Latch,Commercial,Medium,Cold,No,None,Large
5080,Composite,Indoor,7.0,13.8,Automatic,Simple Latch,Industrial,Low,All,Yes,Overhead,Medium
5081,Composite,Indoor,8.3,19.3,Swinging,Advanced Lock,Industrial,Medium,All,Yes,Underground,None
5082,Metal,Indoor,7.3,19.6,Sliding,Reinforced,Commercial,Medium,Cold,No,Overhead,None
5083,Glass,Outdoor,6.9,15.0,Automatic,Simple Latch,Residential,Medium,Hot,No,None,Medium
5084,Metal,Indoor,5.6,15.8,Sliding,Advanced Lock,Commercial,Low,Hot,Yes,None,Large
5085,Composite,Outdoor,6.2,12.6,Sliding,Reinforced,Commercial,High,All,Yes,Overhead,Large
5086,Glass,Outdoor,5.5,15.8,Automatic,Reinforced,Industrial,Low,Humid,No,None,None
5087,Wood,Outdoor,9.0,17.6,Folding,Advanced Lock,Industrial,Low,Humid,Yes,Overhead,Medium
5088,Glass,Indoor,5.7,11.3,Swinging,Standard Lock,Industrial,Medium,All,No,None,None
5089,Composite,Outdoor,8.0,13.5,Automatic,Advanced Lock,Commercial,Medium,All,No,None,Medium
5090,Glass,Indoor,6.7,12.1,Automatic,Advanced Lock,Commercial,Low,Cold,No,Underground,Large
5091,Metal,Outdoor,6.1,12.6,Folding,Standard Lock,Residential,High,Humid,No,None,None
5092,Wood,Indoor,8.2,18.1,Swinging,Advanced Lock,Industrial,High,Cold,Yes,Underground,Medium
5093,Wood,Outdoor,7.3,9.0,Automatic,Advanced Lock,Residential,Medium,Hot,No,Underground,Small
5094,Wood,Indoor,7.0,6.5,Sliding,Advanced Lock,Industrial,High,Cold,No,Overhead,Small
5095,Composite,Outdoor,8.0,10.8,Swinging,Simple Latch,Residential,High,All,Yes,Underground,Medium
5096,Composite,Outdoor,7.5,6.5,Folding,Advanced Lock,Industrial,High,Cold,No,Overhead,Medium
5097,Wood,Outdoor,6.5,11.5,Automatic,Advanced Lock,Commercial,Low,Cold,No,Overhead,Medium
5098,Glass,Outdoor,7.8,18.4,Sliding,Reinforced,Industrial,Low,Cold,No,Underground,Small
5099,Wood,Indoor,8.3,13.5,Swinging,Reinforced,Residential,Medium,All,No,Overhead,Medium
5100,Glass,Indoor,5.1,17.5,Automatic,Reinforced,Residential,High,All,No,Underground,Large
5101,Glass,Indoor,7.3,5.8,Swinging,Advanced Lock,Industrial,Medium,Humid,Yes,None,Small
5102,Composite,Outdoor,5.3,18.3,Sliding,Standard Lock,Commercial,Low,Cold,Yes,Overhead,Medium
5103,Glass,Outdoor,5.9,13.2,Sliding,Advanced Lock,Industrial,Medium,Hot,No,Underground,Small
5104,Wood,Outdoor,7.8,3.5,Swinging,Simple Latch,Commercial,Low,Cold,Yes,Underground,Small
5105,Composite,Outdoor,9.3,13.8,Sliding,Simple Latch,Industrial,Low,Hot,Yes,Underground,Small
5106,Metal,Outdoor,9.4,19.2,Sliding,Simple Latch,Commercial,Medium,Humid,No,Underground,Large
5107,Metal,Outdoor,5.3,4.3,Swinging,Simple Latch,Industrial,High,Cold,No,None,Large
5108,Composite,Indoor,7.1,12.9,Swinging,Advanced Lock,Industrial,Medium,Hot,No,Overhead,None
5109,Wood,Indoor,7.9,18.6,Folding,Reinforced,Commercial,High,Cold,No,Underground,Large
5110,Metal,Indoor,5.7,3.2,Automatic,Advanced Lock,Commercial,Medium,Cold,No,Overhead,Small
5111,Metal,Indoor,8.8,13.7,Folding,Advanced Lock,Industrial,Medium,Humid,No,Underground,Medium
5112,Glass,Indoor,8.7,11.1,Folding,Advanced Lock,Residential,Medium,Hot,Yes,Overhead,None
5113,Glass,Indoor,9.5,8.9,Folding,Advanced Lock,Commercial,Low,Hot,Yes,Underground,Small
5114,Wood,Indoor,5.0,13.7,Folding,Standard Lock,Residential,Medium,All,Yes,Underground,Medium
5115,Composite,Indoor,6.1,3.9,Automatic,Reinforced,Residential,Low,Hot,No,None,None
5116,Wood,Outdoor,9.1,15.8,Swinging,Reinforced,Residential,Low,Cold,No,Overhead,None
5117,Composite,Outdoor,8.4,3.1,Sliding,Simple Latch,Residential,Low,Humid,No,Underground,Medium
5118,Metal,Outdoor,9.5,8.2,Sliding,Advanced Lock,Industrial,Medium,All,No,Underground,None
5119,Glass,Outdoor,5.3,11.6,Swinging,Simple Latch,Commercial,Medium,All,No,None,Large
5120,Wood,Outdoor,8.0,9.4,Swinging,Reinforced,Industrial,Medium,Cold,Yes,None,Medium
5121,Wood,Outdoor,7.8,8.2,Swinging,Reinforced,Industrial,Medium,Humid,Yes,None,Medium
5122,Composite,Outdoor,5.2,17.1,Sliding,Simple Latch,Industrial,Low,All,No,None,Large
5123,Composite,Indoor,7.6,18.9,Folding,Reinforced,Industrial,High,Humid,Yes,None,Medium
5124,Wood,Indoor,8.0,17.9,Folding,Reinforced,Industrial,High,Hot,Yes,Overhead,Large
5125,Composite,Outdoor,6.0,11.9,Folding,Standard Lock,Commercial,Low,All,Yes,Underground,None
5126,Wood,Indoor,6.4,18.0,Automatic,Advanced Lock,Industrial,Low,All,Yes,Overhead,Small
5127,Wood,Indoor,8.2,18.7,Folding,Advanced Lock,Industrial,High,Humid,Yes,None,Medium
5128,Wood,Indoor,7.3,10.0,Automatic,Reinforced,Industrial,High,All,Yes,Underground,Large
5129,Metal,Indoor,9.3,7.8,Sliding,Reinforced,Residential,High,Hot,No,Overhead,Small
5130,Composite,Indoor,6.7,4.7,Automatic,Standard Lock,Industrial,High,All,Yes,None,Small
5131,Glass,Outdoor,6.3,11.1,Swinging,Simple Latch,Commercial,High,Cold,No,Overhead,Large
5132,Glass,Indoor,9.9,19.1,Swinging,Standard Lock,Commercial,Medium,All,Yes,Overhead,Medium
5133,Composite,Outdoor,9.6,12.5,Sliding,Standard Lock,Commercial,High,Cold,No,None,Medium
5134,Wood,Outdoor,5.1,14.3,Folding,Simple Latch,Residential,Medium,All,No,Underground,Medium
5135,Glass,Outdoor,8.9,4.9,Sliding,Reinforced,Commercial,Medium,All,No,None,None
5136,Glass,Indoor,5.6,5.4,Swinging,Advanced Lock,Residential,Low,All,Yes,None,Medium
5137,Composite,Outdoor,5.1,10.9,Folding,Standard Lock,Commercial,Low,Humid,Yes,Overhead,Large
5138,Glass,Outdoor,6.4,19.2,Swinging,Standard Lock,Residential,High,All,No,Underground,Small
5139,Wood,Outdoor,6.3,9.1,Sliding,Advanced Lock,Commercial,Low,All,No,None,Medium
5140,Composite,Outdoor,9.1,17.9,Folding,Standard Lock,Industrial,High,Hot,Yes,Underground,None
5141,Wood,Indoor,8.6,5.0,Sliding,Simple Latch,Commercial,Low,Hot,No,Overhead,Large
5142,Glass,Outdoor,9.9,13.5,Swinging,Advanced Lock,Commercial,Low,Cold,Yes,None,Large
5143,Glass,Outdoor,8.6,13.2,Folding,Advanced Lock,Commercial,High,Humid,No,Underground,None
5144,Wood,Outdoor,7.1,17.6,Swinging,Simple Latch,Industrial,Low,Hot,Yes,Underground,Medium
5145,Metal,Outdoor,8.5,3.1,Folding,Simple Latch,Residential,High,Hot,Yes,Overhead,Medium
5146,Glass,Indoor,10.0,6.2,Automatic,Advanced Lock,Residential,Low,Humid,Yes,Underground,Small
5147,Metal,Outdoor,8.6,6.7,Automatic,Simple Latch,Industrial,High,Cold,No,Underground,Large
5148,Glass,Outdoor,8.8,19.1,Swinging,Standard Lock,Industrial,Medium,All,Yes,Underground,Large
5149,Metal,Outdoor,9.7,5.6,Sliding,Reinforced,Residential,High,All,No,None,Small
5150,Metal,Outdoor,5.6,3.6,Automatic,Standard Lock,Residential,Low,All,No,None,Medium
5151,Metal,Outdoor,8.5,12.1,Automatic,Simple Latch,Residential,Medium,Hot,Yes,Overhead,Medium
5152,Wood,Outdoor,9.3,12.0,Folding,Standard Lock,Residential,Medium,Hot,No,Overhead,Medium
5153,Metal,Indoor,9.8,17.3,Folding,Reinforced,Residential,High,Humid,No,None,Medium
5154,Metal,Outdoor,6.1,19.1,Folding,Reinforced,Industrial,High,Humid,No,Underground,Small
5155,Metal,Indoor,7.5,12.2,Swinging,Reinforced,Residential,Medium,All,No,None,None
5156,Glass,Indoor,8.4,18.8,Sliding,Simple Latch,Residential,High,All,No,Overhead,None
5157,Metal,Outdoor,6.2,15.3,Sliding,Simple Latch,Commercial,High,All,No,Overhead,Large
5158,Glass,Indoor,8.0,7.5,Folding,Simple Latch,Industrial,High,Hot,Yes,None,Medium
5159,Metal,Outdoor,6.3,18.8,Swinging,Reinforced,Industrial,Low,All,No,Overhead,Small
5160,Metal,Indoor,6.7,14.3,Folding,Simple Latch,Residential,Low,Hot,No,Overhead,None
5161,Wood,Outdoor,7.2,10.0,Sliding,Advanced Lock,Commercial,Medium,All,Yes,Overhead,None
5162,Glass,Indoor,7.6,14.6,Swinging,Standard Lock,Commercial,Medium,Humid,Yes,Overhead,Small
5163,Metal,Indoor,7.2,9.8,Folding,Standard Lock,Residential,Medium,Humid,No,Overhead,Large
5164,Glass,Outdoor,7.5,4.9,Folding,Advanced Lock,Commercial,High,Hot,No,Underground,Small
5165,Glass,Indoor,6.5,15.2,Sliding,Simple Latch,Residential,High,All,Yes,None,Large
5166,Composite,Indoor,5.8,17.0,Swinging,Standard Lock,Industrial,High,All,Yes,Overhead,Medium
5167,Wood,Indoor,5.2,15.4,Sliding,Reinforced,Commercial,Medium,Humid,Yes,Overhead,Large
5168,Wood,Indoor,6.0,6.9,Swinging,Standard Lock,Residential,Medium,Hot,No,Overhead,Medium
5169,Wood,Indoor,7.9,19.3,Swinging,Standard Lock,Residential,Low,Humid,Yes,None,Medium
5170,Composite,Outdoor,8.9,3.4,Folding,Standard Lock,Residential,High,Hot,No,None,Medium
5171,Composite,Indoor,5.8,8.7,Sliding,Simple Latch,Industrial,High,Hot,Yes,None,Small
5172,Wood,Indoor,5.5,7.4,Swinging,Advanced Lock,Commercial,Low,Humid,No,Overhead,None
5173,Composite,Outdoor,8.7,3.8,Automatic,Standard Lock,Industrial,Medium,Cold,Yes,Overhead,Small
5174,Composite,Outdoor,6.5,9.9,Folding,Reinforced,Industrial,Medium,All,Yes,None,Small
5175,Composite,Outdoor,9.8,13.6,Sliding,Standard Lock,Commercial,Medium,Hot,No,Underground,None
5176,Wood,Indoor,8.6,18.0,Swinging,Simple Latch,Industrial,High,All,Yes,Underground,None
5177,Wood,Indoor,6.6,19.8,Folding,Simple Latch,Residential,Low,All,No,None,None
5178,Wood,Indoor,6.4,16.7,Sliding,Reinforced,Commercial,Low,All,Yes,Overhead,None
5179,Composite,Indoor,7.6,11.0,Sliding,Standard Lock,Industrial,Medium,All,No,Overhead,Medium
5180,Wood,Outdoor,5.4,15.3,Folding,Standard Lock,Commercial,High,Cold,No,Underground,None
5181,Composite,Outdoor,5.6,17.3,Swinging,Reinforced,Industrial,Low,Cold,No,Overhead,Small
5182,Metal,Indoor,5.9,10.9,Folding,Advanced Lock,Residential,High,All,No,None,Medium
5183,Composite,Indoor,8.9,16.3,Automatic,Simple Latch,Industrial,Medium,Humid,No,Overhead,Small
5184,Glass,Indoor,7.6,11.2,Folding,Advanced Lock,Commercial,Medium,All,Yes,Overhead,Medium
5185,Wood,Indoor,5.1,9.6,Sliding,Advanced Lock,Industrial,Low,Hot,No,None,Medium
5186,Wood,Outdoor,8.4,11.9,Automatic,Standard Lock,Residential,Medium,All,No,Underground,Large
5187,Glass,Outdoor,7.1,14.5,Automatic,Reinforced,Residential,Low,Cold,Yes,None,Medium
5188,Composite,Indoor,7.6,15.4,Swinging,Simple Latch,Residential,Medium,Hot,Yes,Overhead,Large
5189,Metal,Outdoor,6.1,9.1,Folding,Advanced Lock,Industrial,Low,Hot,No,None,Large
5190,Glass,Indoor,7.8,12.7,Swinging,Advanced Lock,Commercial,Medium,Cold,Yes,None,Medium
5191,Glass,Indoor,9.9,18.5,Folding,Standard Lock,Industrial,Medium,Cold,No,Underground,None
5192,Composite,Outdoor,5.4,19.6,Sliding,Standard Lock,Industrial,High,Hot,Yes,Underground,None
5193,Wood,Indoor,6.4,6.9,Swinging,Standard Lock,Industrial,High,Cold,Yes,Overhead,Small
5194,Composite,Outdoor,6.2,6.3,Sliding,Reinforced,Commercial,Medium,Cold,No,None,Small
5195,Glass,Indoor,6.2,14.5,Sliding,Simple Latch,Residential,Low,All,No,Overhead,Large
5196,Glass,Outdoor,6.9,10.0,Automatic,Simple Latch,Residential,Medium,Hot,Yes,None,Medium
5197,Wood,Indoor,9.1,3.4,Swinging,Standard Lock,Residential,High,Cold,No,None,Medium
5198,Wood,Outdoor,9.6,8.9,Folding,Advanced Lock,Commercial,Low,Cold,Yes,Underground,Medium
5199,Wood,Indoor,6.0,16.7,Swinging,Standard Lock,Industrial,Medium,Hot,No,None,Large
5200,Composite,Indoor,7.7,16.6,Sliding,Standard Lock,Industrial,Medium,All,Yes,Underground,Medium
5201,Wood,Outdoor,8.2,11.4,Automatic,Reinforced,Industrial,High,Cold,No,None,Small
5202,Glass,Indoor,7.6,11.0,Swinging,Standard Lock,Commercial,Low,All,No,Overhead,None
5203,Glass,Outdoor,7.2,12.9,Automatic,Simple Latch,Industrial,Low,All,Yes,Overhead,Large
5204,Metal,Outdoor,6.0,6.7,Automatic,Standard Lock,Commercial,Low,All,No,None,None
5205,Composite,Indoor,7.4,11.9,Sliding,Simple Latch,Residential,Medium,Humid,Yes,Underground,Large
5206,Metal,Indoor,7.0,3.2,Swinging,Advanced Lock,Residential,High,Hot,No,Underground,None
5207,Glass,Indoor,9.0,11.1,Swinging,Simple Latch,Commercial,Medium,Humid,Yes,Underground,Large
5208,Metal,Indoor,8.8,8.7,Swinging,Simple Latch,Residential,High,Hot,No,None,None
5209,Glass,Outdoor,5.7,14.5,Automatic,Standard Lock,Commercial,High,All,No,Overhead,Small
5210,Metal,Indoor,5.4,13.9,Folding,Simple Latch,Industrial,Low,All,Yes,Underground,Small
5211,Wood,Indoor,9.5,9.5,Swinging,Simple Latch,Residential,Medium,All,Yes,Overhead,Large
5212,Metal,Indoor,7.7,3.1,Sliding,Advanced Lock,Residential,Low,All,No,Underground,Small
5213,Wood,Outdoor,9.3,7.3,Automatic,Simple Latch,Industrial,High,All,Yes,None,None
5214,Wood,Indoor,5.3,13.8,Folding,Simple Latch,Industrial,High,Humid,No,None,Small
5215,Composite,Outdoor,7.6,4.2,Swinging,Standard Lock,Commercial,Low,All,Yes,Underground,Small
5216,Wood,Indoor,7.7,4.8,Folding,Reinforced,Residential,Low,All,No,Overhead,None
5217,Wood,Outdoor,9.3,14.0,Automatic,Standard Lock,Industrial,High,All,Yes,Underground,None
5218,Metal,Indoor,5.5,15.8,Folding,Advanced Lock,Residential,Medium,Humid,No,Underground,Medium
5219,Glass,Indoor,6.2,8.5,Automatic,Standard Lock,Residential,Low,Cold,Yes,Underground,Medium
5220,Composite,Outdoor,7.0,11.3,Folding,Simple Latch,Residential,Medium,Hot,No,Overhead,Large
5221,Wood,Indoor,9.3,19.1,Folding,Reinforced,Residential,High,Hot,Yes,Underground,Large
5222,Composite,Indoor,9.7,19.1,Automatic,Standard Lock,Commercial,Low,Cold,Yes,Underground,Medium
5223,Metal,Indoor,10.0,8.2,Folding,Standard Lock,Industrial,Low,Cold,Yes,None,None
5224,Wood,Outdoor,9.8,16.8,Sliding,Advanced Lock,Residential,High,Humid,No,Overhead,Large
5225,Metal,Indoor,5.0,13.1,Swinging,Simple Latch,Industrial,Low,Hot,Yes,None,None
5226,Composite,Outdoor,5.2,19.6,Folding,Standard Lock,Industrial,Low,Cold,Yes,None,Medium
5227,Metal,Outdoor,5.7,11.1,Folding,Standard Lock,Commercial,Medium,Cold,Yes,Underground,Medium
5228,Composite,Outdoor,6.7,16.2,Folding,Reinforced,Commercial,Low,Humid,No,Underground,Large
5229,Metal,Indoor,9.1,16.1,Swinging,Advanced Lock,Residential,Medium,Humid,No,Underground,Medium
5230,Composite,Outdoor,9.5,11.5,Automatic,Simple Latch,Residential,Low,All,Yes,None,Large
5231,Glass,Outdoor,5.9,16.5,Swinging,Standard Lock,Commercial,Low,Cold,No,Overhead,Small
5232,Metal,Indoor,8.1,7.4,Folding,Reinforced,Industrial,High,Humid,Yes,Overhead,None
5233,Metal,Outdoor,9.6,5.1,Automatic,Standard Lock,Industrial,High,Hot,Yes,None,None
5234,Glass,Outdoor,7.3,10.2,Folding,Standard Lock,Commercial,Low,Humid,No,None,None
5235,Glass,Indoor,5.5,19.0,Automatic,Advanced Lock,Residential,Medium,Hot,Yes,Overhead,Small
5236,Metal,Indoor,7.3,11.5,Folding,Reinforced,Residential,High,All,Yes,Underground,Medium
5237,Glass,Outdoor,6.9,13.8,Folding,Reinforced,Residential,High,Cold,Yes,Overhead,Medium
5238,Wood,Indoor,7.9,13.6,Automatic,Simple Latch,Commercial,High,Cold,No,None,Small
5239,Composite,Indoor,7.2,5.3,Sliding,Standard Lock,Commercial,Low,Humid,No,Underground,Small
5240,Composite,Indoor,5.1,9.6,Swinging,Reinforced,Industrial,Medium,All,Yes,Underground,Medium
5241,Composite,Outdoor,10.0,15.0,Automatic,Standard Lock,Commercial,Medium,Cold,Yes,Overhead,Small
5242,Wood,Outdoor,7.7,19.5,Swinging,Standard Lock,Residential,Low,Humid,No,Underground,Medium
5243,Glass,Indoor,7.4,5.9,Sliding,Simple Latch,Industrial,High,Humid,No,None,Small
5244,Glass,Outdoor,9.8,10.0,Sliding,Simple Latch,Residential,Medium,Humid,No,Overhead,Small
5245,Metal,Indoor,5.8,4.6,Automatic,Reinforced,Residential,Medium,Humid,No,None,Medium
5246,Glass,Indoor,5.9,7.1,Sliding,Standard Lock,Industrial,Low,Hot,Yes,None,Medium
5247,Metal,Indoor,9.0,9.4,Sliding,Reinforced,Residential,Medium,All,No,None,Medium
5248,Wood,Indoor,6.3,12.2,Folding,Standard Lock,Industrial,Medium,Hot,Yes,Overhead,Medium
5249,Composite,Indoor,9.0,6.9,Folding,Reinforced,Residential,High,Cold,Yes,None,Large
5250,Composite,Outdoor,6.4,6.9,Sliding,Reinforced,Residential,High,All,Yes,None,Large
5251,Composite,Outdoor,5.2,16.2,Folding,Standard Lock,Industrial,High,Humid,No,Underground,Medium
5252,Glass,Outdoor,7.6,19.4,Sliding,Advanced Lock,Residential,Medium,Cold,No,Underground,None
5253,Metal,Outdoor,6.0,8.5,Folding,Simple Latch,Residential,High,Humid,No,None,None
5254,Metal,Indoor,8.8,14.7,Sliding,Standard Lock,Industrial,Low,Cold,No,Underground,Large
5255,Wood,Indoor,8.2,7.4,Sliding,Reinforced,Industrial,High,All,No,Overhead,Small
5256,Glass,Outdoor,9.6,18.8,Swinging,Advanced Lock,Industrial,High,All,Yes,Underground,Medium
5257,Wood,Outdoor,8.9,14.4,Sliding,Reinforced,Commercial,Medium,Hot,No,Overhead,Large
5258,Metal,Indoor,5.9,16.6,Swinging,Advanced Lock,Residential,High,All,Yes,Overhead,None
5259,Metal,Indoor,9.0,3.8,Automatic,Standard Lock,Industrial,Low,Cold,Yes,Underground,Medium
5260,Composite,Indoor,8.2,13.2,Sliding,Simple Latch,Residential,High,All,No,Underground,Small
5261,Glass,Outdoor,8.3,12.0,Sliding,Reinforced,Industrial,High,All,No,Overhead,Small
5262,Metal,Indoor,9.2,8.0,Swinging,Advanced Lock,Residential,Low,All,Yes,None,None
5263,Composite,Indoor,7.9,7.5,Sliding,Advanced Lock,Residential,Low,Humid,No,None,None
5264,Glass,Outdoor,7.3,12.9,Folding,Simple Latch,Industrial,High,Humid,Yes,None,Medium
5265,Wood,Outdoor,8.2,15.0,Swinging,Reinforced,Industrial,Medium,All,Yes,None,Large
5266,Glass,Outdoor,6.5,3.6,Swinging,Standard Lock,Commercial,Low,Cold,No,Underground,Medium
5267,Glass,Indoor,5.9,12.6,Folding,Standard Lock,Industrial,Low,All,Yes,Underground,Medium
5268,Metal,Indoor,8.1,5.9,Sliding,Reinforced,Industrial,Medium,Cold,Yes,Overhead,Small
5269,Metal,Outdoor,6.2,5.4,Automatic,Simple Latch,Industrial,Low,All,No,Overhead,Medium
5270,Glass,Indoor,5.4,13.6,Automatic,Simple Latch,Commercial,Low,Humid,Yes,None,Large
5271,Metal,Indoor,5.0,8.3,Automatic,Simple Latch,Residential,Medium,Cold,No,Overhead,Medium
5272,Metal,Indoor,8.0,10.5,Swinging,Advanced Lock,Commercial,High,Hot,No,Underground,None
5273,Metal,Outdoor,6.8,9.1,Swinging,Advanced Lock,Residential,Medium,Humid,Yes,None,Medium
5274,Composite,Outdoor,8.8,14.0,Folding,Simple Latch,Industrial,High,Humid,Yes,None,None
